event_date,year,sub_event_type,assoc_actor_1,actor2,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,tags,population_best,Topic,final_estimate
2022-10-15,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 15 october 2022, a few hundred people gathered in zurich for the third saturday in a row in support of iranian protesters and to denounce iranian repression following the death of an iranian woman after being detained by the morality police for infringing hijab rules.",0,crowd size=300,35553,International,300
2022-10-14,2022,Protest with intervention,Renovate Switzerland,Police Forces of Switzerland (2019-2023),Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 14 october 2022, 7 renovate switzerland environmental activists blocked traffic in zurich as part of a climate protest. two protesters held their hands while blocking the street. police forces arrested all seven activists.",0,crowd size=7,35553,Climate,7
2022-10-14,2022,Peaceful protest,Government of Switzerland (2019-2023); Green Party of Switzerland; Kurdish Ethnic Group (Switzerland); PS/SP: Swiss Socialist Party - Social Democratic Party of Switzerland; Swiss Party of Labor; The Liberals (Switzerland); Women (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 14 october 2022, at the call of the kurdish community, around 200 people, including one ps and two green party of switzerland national councilors, one swiss party of labour and one plr great council deputies and the mayor (syndic) of lausanne (ps), took part in a rally in front of saint-laurent church in lausanne in support of iranian women and to denounce the death of an iranian woman after being detained by the morality police for infringing hijab rules.",0,crowd size=around 200,42551,International,200
2022-10-14,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 14 october 2022, some 200 people took to the streets in lausanne to protest in solidarity with ongoing iranian protests, and to denounce the death of mahsa amini.",0,crowd size=some 200,42551,International,200
2022-10-12,2022,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 12 october 2022, workers held a protest in geneva against the government's new budget proposal and called for the revalorization of their salaries.",0,NA,52834,Workers,NA
2022-10-11,2022,Peaceful protest,Renovate Switzerland,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 11 october 2022, people gathered for a protest organized by renovate switzerland and a blockage of the highway in bern, to demand climate action.",0,NA,7422,Climate,NA
2022-10-10,2022,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Fribourg,See,NA,Cressier (Fribourg),46.8979,7.1427,"on 10 october 2022, at the call of the debt for climate environmental group, activists gathered for a protest and blockage of the varo energy refinery in cressier (fribourg), denouncing its impact on the climate. police arrived on the scene and arrested 6 activists.",0,NA,593,Climate,NA
2022-10-07,2022,Peaceful protest,Sahrawi Ethnic Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 7 october 2022, members of the daughters of the sakia el hamra group and the sahrawi community gathered for a rally at the human rights council in geneva, in solidarity with sahrawi political detainees in moroccan prisons.",0,NA,52834,International,NA
2022-10-07,2022,Peaceful protest,Renovate Switzerland; Students (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 7 october 2022, people, including an epfl student, gathered for a protest organized by renovate switzerland and blockage at pont chauderon in lausanne, to demand climate action.",0,NA,42551,Climate,NA
2022-10-04,2022,Protest with intervention,Renovate Switzerland,Police Forces of Switzerland (2019-2023),Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 4 october 2022, 4 people gathered for a protest organized by renovate switzerland and blocked the highway near the maladiere neighborhood of lausanne, by gluing their hands to the asphalt. they called for the accelerated renovation of buildings to tackle climate change. police officers were dispatched to scene and removed the activists from the highway.",0,crowd size=4,42551,Climate,4
2022-10-01,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 1 october 2022, several hundred people gathered for a protest in front of the wilson palace at place des nations in geneva, against the iranian regime and in favor of democracy and women's rights in the country.",0,crowd size=300,52834,International,300
2022-10-01,2022,Protest with intervention,Protesters (Iran); Women (Iran); Women (Switzerland),Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 1 october 2022, citizens and activists, including iranian nationals, gathered in front of the iranian embassy in bern to show solidarity with their compatriots and condemned the actions of the iranian leadership. police intervened with rubber bullets after one of the demonstrators tried to enter the embassy's premises and remove a floating iranian flag. demonstrations were triggered by the death of a woman recently arrested by the morality police for infringing hijab rules.",0,NA,7422,International,NA
2022-10-01,2022,Peaceful protest,Labor Group (Switzerland); Women (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 1 october 2022, some 1,500 people gathered for a protest organized by greve feministe, in lausanne, against the increase in the retirement age for women (avs21).",0,crowd size=some 1500,42551,Feminist,1500
2022-09-30,2022,Peaceful protest,Farmers (Switzerland),NA,Switzerland,Vaud,Morges,NA,Montricher,46.6003,6.3762,"on 30 september 2022, people, including farmers, rallied at the top of mont tendre near montricher, setting up a 'giant bonfire', to protest in solidarity with local farmers who are confronted with the threat of wolf attacks on their cattle.",0,NA,680,Farming,NA
2022-09-29,2022,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Zurich,Bulach,NA,Kloten,47.4525,8.5845,"on 29 september 2022, about 100 pilots gathered for a protest in front of the swiss airline company in kloten, for a better work agreement with better work conditions.",0,crowd size=about 100,11205,Workers,100
2022-09-29,2022,Peaceful protest,Iranian Group (Switzerland); Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 29 september 2022, several dozen people, mainly members of the iranian community, gathered for a protest in geneva, against the iranian regime after an iranian woman died after being detained by the morality police for allegedly improperly wearing a hijab.",0,crowd size=7 dozen,52834,International,7
2022-09-29,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 29 september 2022, several dozen people gathered for a protest in geneva, against the iranian regime and in support of the iranian people, after the death of a 22-year-old kurdish woman in police custody in iran on 16 september 2022.",0,crowd size=7 dozen,52834,Police,7
2022-09-28,2022,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 28 september 2022, employees of the grand theatre gathered for a protest at place neuve by the theatre in geneva, against the removal of their subscription indemnities.",0,NA,52834,Other,NA
2022-09-27,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 27 september 2022, around 150 people held a protest in bern in solidarity with protesters in iran, calling for justice for mahsa amini, an iranian woman who died after being detained by the morality police for allegedly improperly wearing a hijab.",0,crowd size=around 150,7422,International,150
2022-09-26,2022,Peaceful protest,Labor Group (Switzerland); PS/SP: Swiss Socialist Party - Social Democratic Party of Switzerland; Women (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 26 september 2022, hundreds of protesters held a rally in bern at the call of the co-presidents of the socialist party to protest against the rise of the retirement age for women to 65 years and call politicians to address inequalities in society such as salaries and obstacles to working women.",0,crowd size=500,7422,Workers,500
2022-09-25,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 25 september 2022, more than 400 people gathered for a protest at the place des nations in geneva, in support of the iranian people and women. the protest was triggered by the death of mahsa amini.",0,crowd size=more than 400,52834,International,400
2022-09-25,2022,Peaceful protest,Protesters (Russia),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 25 september 2022, around 50 protesters, including russian opponents, held a rally in geneva against the war in ukraine and the partial mobilization of russian citizens decided by the russian president.",0,crowd size=around 50,52834,Ukraine,50
2022-09-23,2022,Peaceful protest,Climate Strike,NA,Switzerland,Aargau,Baden,NA,Baden (Aargau),47.4749,8.3084,"on 23 september 2022, at the call of climate strike, protesters took part in a climate protest in baden (aargau), calling for a social policy of crisis against gas and petrol stations and the development of renewable energy. according to organizers, 8,000 protesters gathered across seven cities.",0,crowd size=8000 across 7 locations,4560,Climate,1142.857142857143
2022-09-23,2022,Peaceful protest,Climate Strike,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 23 september 2022, at the call of climate strike, protesters took part in a climate protest in seven cities in basel, calling for a social policy of crisis against gas and petrol stations and the development of renewable energy. according to organizers, 8,000 protesters gathered across seven cities.",0,crowd size=8000 across 7 locations,16068,Climate,1142.857142857143
2022-09-23,2022,Peaceful protest,Climate Strike,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 23 september 2022, at the call of climate strike, protesters took part in a climate protest in seven cities in bern, calling for a social policy of crisis against gas and petrol stations and the development of renewable energy. according to organizers, 8,000 protesters gathered across seven cities.",0,crowd size=8000 across 7 locations,7422,Climate,1142.857142857143
2022-09-23,2022,Peaceful protest,Climate Strike,NA,Switzerland,Luzern,Luzern-Stadt,NA,Lucerne,47.0502,8.3084,"on 23 september 2022, at the call of climate strike, protesters took part in a climate protest in seven cities in lucerne, calling for a social policy of crisis against gas and petrol stations and the development of renewable energy. according to organizers, 8,000 protesters gathered across seven cities.",0,crowd size=8000 across 7 locations,6951,Climate,1142.857142857143
2022-09-23,2022,Peaceful protest,Climate Strike,NA,Switzerland,St. Gallen,St. Gallen,NA,St. Gallen,47.4244,9.3782,"on 23 september 2022, at the call of climate strike, protesters took part in a climate protest in st. gallen, calling for a social policy of crisis against gas and petrol stations and the development of renewable energy. according to organizers, 8,000 protesters gathered across seven cities.",0,crowd size=8000 across 7 locations,11566,Climate,1142.857142857143
2022-09-23,2022,Peaceful protest,Climate Strike,NA,Switzerland,Zurich,Winterthur,NA,Winterthur,47.4982,8.7297,"on 23 september 2022, at the call of climate strike, protesters took part in a climate protest in winterthur, calling for a social policy of crisis against gas and petrol stations and the development of renewable energy. according to organizers, 8,000 protesters gathered across seven cities.",0,crowd size=8000 across 7 locations,13933,Climate,1142.857142857143
